,test_loss,layer,residual_cells,exponent,learning_rate,dropout_first,dropout_middle,dropout_last,activation_function,alpha,batch_size,epochs
587,0.00683483096616992,9,1,6,1e-06,0.2,0.0,0.5,rbf,1.0,32,200
588,0.00685687810500172,12,1,6,1e-06,0.2,0.2,0.2,rbf,1.0,16,200
589,0.006881152860082621,9,2,8,1e-06,0.2,0.2,0.2,rbf,1.0,32,200
590,0.006890987483746915,9,0,8,1e-06,0.5,0.2,0.5,elu,1.0,32,200
591,0.006892038930276479,9,0,8,1e-06,0.5,0.2,0.2,elu,1.0,32,200
592,0.006909921858828622,9,0,8,1e-06,0.2,0.5,0.5,tanh,1.0,32,200
593,0.0069103111538089896,9,0,8,1e-06,0.2,0.5,0.2,tanh,1.0,32,200
594,0.00694019902300565,12,2,6,1e-06,0.5,0.5,0.5,elu,1.0,32,200
595,0.0069935040163446715,9,2,6,1e-06,0.5,0.0,0.2,rbf,1.0,16,200
596,0.007005720807603568,12,0,6,1e-06,0.5,0.2,0.2,tanh,1.0,32,200
597,0.007005721125709787,12,0,6,1e-06,0.5,0.2,0.5,tanh,1.0,32,200
598,0.007010667576596846,12,0,8,1e-06,0.2,0.5,0.2,tanh,1.0,16,200
599,0.007010779953896646,12,0,8,1e-06,0.2,0.5,0.5,tanh,1.0,16,200
600,0.00704497322515615,12,2,8,1e-06,0.2,0.2,0.5,rbf,1.0,32,200
601,0.007060142338508192,9,0,6,1e-06,0.2,0.5,0.2,elu,1.0,32,200
602,0.0070601819140622265,9,0,6,1e-06,0.2,0.5,0.5,elu,1.0,32,200
603,0.007119027107440621,12,2,6,1e-06,0.2,0.0,0.5,rbf,1.0,32,200
604,0.007259277116051939,9,0,6,1e-06,0.2,0.5,0.2,elu,1.0,16,200
605,0.007259292662451721,9,0,6,1e-06,0.2,0.5,0.5,elu,1.0,16,200
606,0.0072595385063588,9,2,6,1e-06,0.2,0.2,0.2,rbf,1.0,32,200
607,0.007288707481802481,12,0,8,1e-06,0.2,0.5,0.5,elu,1.0,16,200
608,0.0072887360175894625,12,0,8,1e-06,0.2,0.5,0.2,elu,1.0,16,200
609,0.007309629758590164,12,2,6,1e-06,0.2,0.2,0.5,rbf,1.0,16,200
610,0.007344622721879958,12,0,8,1e-06,0.5,0.5,0.2,tanh,1.0,16,200
611,0.007344938915229175,12,0,8,1e-06,0.5,0.5,0.5,tanh,1.0,16,200
613,0.007372293024330491,12,0,8,1e-06,0.2,0.5,0.2,elu,1.0,32,200
612,0.007372293024330491,12,0,8,1e-06,0.2,0.5,0.5,elu,1.0,32,200
614,0.007450588086436717,9,0,8,1e-06,0.5,0.5,0.2,tanh,1.0,32,200
615,0.007450785224203091,9,0,8,1e-06,0.5,0.5,0.5,tanh,1.0,32,200
616,0.0074670283599633765,9,0,6,1e-06,0.5,0.5,0.5,elu,1.0,32,200
617,0.0074670283599633765,9,0,6,1e-06,0.5,0.5,0.2,elu,1.0,32,200
618,0.00748572781814373,9,1,8,1e-06,0.2,0.2,0.5,rbf,1.0,16,200
619,0.007495732273834334,12,2,6,1e-06,0.2,0.2,0.2,rbf,1.0,32,200
620,0.007504792368883716,9,1,6,1e-06,0.2,0.5,0.5,rbf,1.0,16,200
621,0.00757612862597805,9,2,8,1e-06,0.5,0.0,0.2,rbf,1.0,16,200
622,0.007604764275222631,9,0,6,1e-06,0.5,0.5,0.2,elu,1.0,16,200
623,0.007604772030089327,9,0,6,1e-06,0.5,0.5,0.5,elu,1.0,16,200
624,0.0076752599827011,9,0,6,1e-06,0.2,0.5,0.2,tanh,1.0,16,200
625,0.007675326993217072,9,0,6,1e-06,0.2,0.5,0.5,tanh,1.0,16,200
626,0.007723018189374311,12,1,6,1e-06,0.2,0.0,0.2,rbf,1.0,32,200
627,0.007842774920251979,9,1,6,1e-06,0.2,0.2,0.5,rbf,1.0,32,200
628,0.007887986286057564,9,2,6,1e-06,0.2,0.2,0.5,rbf,1.0,32,200
629,0.007924446727650327,12,1,8,1e-06,0.2,0.2,0.5,rbf,1.0,16,200
630,0.00796849030719384,12,1,6,1e-06,0.2,0.0,0.5,rbf,1.0,32,200
631,0.008021131185009689,9,1,8,1e-06,0.2,0.2,0.2,rbf,1.0,16,200
632,0.008104432347207336,9,2,8,1e-06,0.2,0.5,0.5,rbf,1.0,16,200
633,0.008146827107210488,12,1,6,1e-06,0.2,0.2,0.2,rbf,1.0,32,200
634,0.008150979965019456,9,2,6,1e-06,0.5,0.2,0.2,rbf,1.0,32,200
635,0.008217950462097239,12,1,6,1e-06,0.2,0.5,0.5,rbf,1.0,16,200
636,0.008300135882256997,12,0,6,1e-06,0.2,0.5,0.2,elu,1.0,16,200
637,0.008300665833640688,12,0,6,1e-06,0.2,0.5,0.5,elu,1.0,16,200
639,0.008322302312465744,12,0,6,1e-06,0.2,0.5,0.5,elu,1.0,32,200
638,0.008322302312465744,12,0,6,1e-06,0.2,0.5,0.2,elu,1.0,32,200
640,0.008323435852562488,9,1,6,1e-06,0.2,0.2,0.2,rbf,1.0,32,200
641,0.008332847308804866,9,2,6,1e-06,0.5,0.0,0.5,rbf,1.0,16,200
642,0.008388079035424725,9,1,6,1e-06,0.5,0.0,0.2,rbf,1.0,16,200
643,0.008412664597256831,12,1,6,1e-06,0.2,0.2,0.5,rbf,1.0,32,200
644,0.008422471854123469,12,2,6,1e-06,0.2,0.2,0.5,rbf,1.0,32,200
645,0.0084510248843273,12,0,6,1e-06,0.2,0.5,0.5,tanh,1.0,16,200
646,0.008452069854791399,12,0,6,1e-06,0.2,0.5,0.2,tanh,1.0,16,200
647,0.008479077149444503,9,2,6,1e-06,0.2,0.5,0.2,rbf,1.0,16,200
648,0.00855281755672071,12,0,6,1e-06,0.5,0.5,0.5,tanh,1.0,16,200
649,0.00855478120916173,12,0,6,1e-06,0.5,0.5,0.2,tanh,1.0,16,200
650,0.008583212711254522,9,1,6,1e-06,0.5,0.5,0.5,rbf,1.0,16,200
651,0.00858777056683759,9,1,6,1e-06,0.2,0.5,0.2,rbf,1.0,16,200
652,0.008638973492392166,9,1,8,1e-06,0.2,0.2,0.5,rbf,1.0,32,200
653,0.00870147429240839,9,2,6,1e-06,0.5,0.2,0.5,rbf,1.0,32,200
654,0.008755996156461941,12,1,8,1e-06,0.2,0.2,0.5,rbf,1.0,32,200
655,0.008782743169891595,12,0,8,1e-06,0.5,0.5,0.2,elu,1.0,16,200
656,0.008807470190967418,12,1,6,1e-06,0.2,0.5,0.2,rbf,1.0,16,200
657,0.008808075057760736,12,1,8,1e-06,0.2,0.2,0.2,rbf,1.0,16,200
658,0.008821033659894041,12,1,6,1e-06,0.5,0.2,0.2,rbf,1.0,16,200
660,0.008833668837562172,12,0,8,1e-06,0.5,0.5,0.2,elu,1.0,32,200
659,0.008833668837562172,12,0,8,1e-06,0.5,0.5,0.5,elu,1.0,32,200
661,0.008862017259803075,12,0,8,1e-06,0.5,0.5,0.5,elu,1.0,16,200
662,0.008867066267661266,9,2,6,1e-06,0.2,0.5,0.2,tanh,1.0,32,200
663,0.008894864205442764,9,2,8,1e-06,0.2,0.5,0.2,rbf,1.0,16,200
664,0.008914147472194867,9,2,6,1e-06,0.2,0.5,0.2,tanh,1.0,16,200
665,0.00896508612839123,9,0,6,1e-06,0.5,0.5,0.2,tanh,1.0,16,200
666,0.008965095218435136,9,0,6,1e-06,0.5,0.5,0.5,tanh,1.0,16,200
667,0.008996290649301953,9,1,6,1e-06,0.5,0.2,0.2,rbf,1.0,16,200
668,0.00900694064900764,9,2,8,1e-06,0.2,0.5,0.2,tanh,1.0,16,200
669,0.009056941044029956,12,0,6,1e-06,0.5,0.5,0.5,elu,1.0,16,200
671,0.009075578937870556,12,0,6,1e-06,0.2,0.5,0.5,tanh,1.0,32,200
670,0.009075578937870556,12,0,6,1e-06,0.2,0.5,0.2,tanh,1.0,32,200
673,0.009110411660784652,12,0,6,1e-06,0.5,0.5,0.2,tanh,1.0,32,200
672,0.009110411660784652,12,0,6,1e-06,0.5,0.5,0.5,tanh,1.0,32,200
674,0.009113385098130772,12,0,6,1e-06,0.5,0.5,0.2,elu,1.0,16,200
675,0.009209086144000662,9,1,8,1e-06,0.2,0.2,0.2,rbf,1.0,32,200
676,0.009373318522160631,9,0,6,1e-06,0.2,0.5,0.2,tanh,1.0,32,200
677,0.00937332011546324,9,0,6,1e-06,0.2,0.5,0.5,tanh,1.0,32,200
678,0.009408927263650335,9,0,6,1e-06,0.5,0.5,0.2,tanh,1.0,32,200
679,0.009408946259256352,9,0,6,1e-06,0.5,0.5,0.5,tanh,1.0,32,200
680,0.009445971027629368,9,2,8,1e-06,0.2,0.5,0.2,tanh,1.0,32,200
681,0.009485825508400877,9,2,6,1e-06,0.5,0.5,0.2,rbf,1.0,16,200
683,0.00951014262138377,12,0,8,1e-06,0.2,0.5,0.5,tanh,1.0,32,200
682,0.00951014262138377,12,0,8,1e-06,0.2,0.5,0.2,tanh,1.0,32,200
684,0.0095972938320415,9,2,6,1e-06,0.5,0.2,0.2,rbf,1.0,16,200
685,0.009642110839927321,9,2,6,1e-06,0.2,0.5,0.5,tanh,1.0,32,200
686,0.009658248039884236,12,2,6,1e-06,0.5,0.2,0.2,rbf,1.0,16,200
687,0.009712344128146,9,2,6,1e-06,0.2,0.5,0.5,tanh,1.0,16,200
688,0.009806471797755713,12,1,8,1e-06,0.2,0.2,0.2,rbf,1.0,32,200
689,0.009891861113526105,9,2,8,1e-06,0.2,0.5,0.5,rbf,1.0,32,200
690,0.009895611317475905,9,1,6,1e-06,0.5,0.2,0.5,rbf,1.0,16,200
691,0.009921231439513423,12,2,8,1e-06,0.2,0.5,0.5,rbf,1.0,16,200
692,0.01000162080998687,12,2,6,1e-06,0.5,0.2,0.5,rbf,1.0,16,200
693,0.010059685605384438,12,0,6,1e-06,0.5,0.5,0.5,elu,1.0,32,200
694,0.01007980261192541,12,0,6,1e-06,0.5,0.5,0.2,elu,1.0,32,200
695,0.010169494176065164,12,2,8,1e-06,0.2,0.5,0.2,rbf,1.0,16,200
696,0.01044263653180388,12,2,6,1e-06,0.2,0.5,0.2,tanh,1.0,32,200
697,0.010530362960199177,12,1,6,1e-06,0.5,0.5,0.2,rbf,1.0,16,200
698,0.010586899887289744,9,2,6,1e-06,0.5,0.2,0.5,rbf,1.0,16,200
699,0.01064196620049234,12,0,8,1e-06,0.5,0.5,0.2,tanh,1.0,32,200
700,0.01064196620049234,12,0,8,1e-06,0.5,0.5,0.5,tanh,1.0,32,200
701,0.010643781392356602,12,2,8,1e-06,0.2,0.5,0.2,tanh,1.0,16,200
702,0.01072536434329862,12,2,6,1e-06,0.2,0.5,0.2,tanh,1.0,16,200
703,0.010788578562221412,9,2,6,1e-06,0.2,0.5,0.2,rbf,1.0,32,200
704,0.010920407137322171,9,2,6,1e-06,0.5,0.5,0.2,tanh,1.0,32,200
705,0.010992389981691523,12,2,8,1e-06,0.2,0.5,0.2,rbf,1.0,32,200
706,0.011028127891553087,9,2,8,1e-06,0.5,0.2,0.2,rbf,1.0,16,200
707,0.011179139615639296,12,1,6,1e-06,0.5,0.5,0.5,rbf,1.0,16,200
708,0.01119913010118548,9,2,8,1e-06,0.2,0.5,0.5,tanh,1.0,16,200
709,0.011262577750560141,9,1,6,1e-06,0.5,0.5,0.2,rbf,1.0,16,200
710,0.011268134612121988,9,1,6,1e-06,0.2,0.5,0.5,rbf,1.0,32,200
711,0.011312563085714593,12,2,8,1e-06,0.5,0.0,0.2,rbf,1.0,16,200
712,0.011341091928628656,9,2,6,1e-06,0.5,0.5,0.2,tanh,1.0,16,200
713,0.011366303556130018,12,2,6,1e-06,0.2,0.5,0.5,tanh,1.0,32,200
714,0.011489410439887706,12,2,6,1e-06,0.2,0.5,0.5,tanh,1.0,16,200
715,0.011489936677404231,9,1,8,1e-06,0.2,0.5,0.5,rbf,1.0,16,200
716,0.011544475491302051,9,2,6,1e-06,0.5,0.5,0.5,tanh,1.0,16,200
717,0.01157404424799545,12,2,6,1e-06,0.5,0.2,0.5,rbf,1.0,32,200
718,0.01161516330549864,9,2,6,1e-06,0.5,0.5,0.5,tanh,1.0,32,200
719,0.01164853511726069,12,2,8,1e-06,0.2,0.5,0.5,rbf,1.0,32,200
720,0.011748231382482462,12,1,6,1e-06,0.2,0.5,0.5,rbf,1.0,32,200
721,0.01184368133908215,9,2,8,1e-06,0.2,0.5,0.5,tanh,1.0,32,200
722,0.011855728389016305,9,1,6,1e-06,0.2,0.5,0.2,rbf,1.0,32,200
723,0.01185645685433578,12,2,6,1e-06,0.5,0.0,0.2,rbf,1.0,16,200
724,0.011864675964126506,12,2,8,1e-06,0.2,0.5,0.2,tanh,1.0,32,200
725,0.011920727958183507,12,1,6,1e-06,0.2,0.5,0.2,rbf,1.0,32,200
726,0.01195693191093999,12,1,8,1e-06,0.2,0.5,0.5,rbf,1.0,16,200
727,0.012005947576074521,9,2,6,1e-06,0.5,0.5,0.2,rbf,1.0,32,200
728,0.012093556505204843,12,1,6,1e-06,0.5,0.0,0.2,rbf,1.0,16,200
729,0.012356271260349593,12,2,6,1e-06,0.5,0.5,0.2,tanh,1.0,32,200
730,0.012444665161995579,9,2,8,1e-06,0.5,0.5,0.2,tanh,1.0,16,200
731,0.012557221075376736,9,2,8,1e-06,0.5,0.5,0.2,tanh,1.0,32,200
732,0.012830123365395194,12,1,6,1e-06,0.5,0.2,0.5,rbf,1.0,16,200
733,0.012837015450403905,12,2,6,1e-06,0.5,0.5,0.2,tanh,1.0,16,200
734,0.01296979348217493,12,2,6,1e-06,0.5,0.5,0.5,tanh,1.0,32,200
735,0.013288744273118082,12,2,8,1e-06,0.5,0.2,0.2,rbf,1.0,16,200
736,0.013514651317787072,9,2,8,1e-06,0.2,0.5,0.2,rbf,1.0,32,200
737,0.013540151843225228,12,1,6,1e-06,0.5,0.2,0.2,rbf,1.0,32,200
738,0.013559335542787057,12,2,8,1e-06,0.2,0.5,0.5,tanh,1.0,16,200
739,0.013680355762539427,9,1,8,1e-06,0.5,0.0,0.2,rbf,1.0,16,200
740,0.013717238348762187,12,2,6,1e-06,0.2,0.5,0.2,rbf,1.0,16,200
741,0.01385103040551874,12,2,6,1e-06,0.5,0.5,0.5,tanh,1.0,16,200
742,0.013908012446448357,12,2,6,1e-06,0.5,0.2,0.2,rbf,1.0,32,200
743,0.013972300148335885,9,1,6,1e-06,0.5,0.0,0.5,rbf,1.0,16,200
744,0.014082665615309754,9,2,6,1e-06,0.5,0.0,0.2,rbf,1.0,32,200
745,0.014097808795242856,9,2,8,1e-06,0.5,0.0,0.5,rbf,1.0,16,200
746,0.014111788042817453,12,2,8,1e-06,0.5,0.5,0.2,tanh,1.0,16,200
747,0.014153002433273141,9,1,6,1e-06,0.5,0.5,0.5,rbf,1.0,32,200
748,0.014316482769736868,9,2,6,1e-06,0.2,0.5,0.5,rbf,1.0,16,200
749,0.014323767786524406,12,2,6,1e-06,0.5,0.5,0.2,rbf,1.0,16,200
750,0.014342983782078982,9,2,8,1e-06,0.5,0.5,0.2,rbf,1.0,16,200
751,0.014365681816692675,12,2,6,1e-06,0.2,0.5,0.2,rbf,1.0,32,200
752,0.01438893671539002,9,0,6,1e-06,0.2,0.2,0.5,rbf,1.0,32,200
753,0.014388971164269175,9,0,6,1e-06,0.2,0.2,0.2,rbf,1.0,32,200
754,0.014467789227352628,12,0,6,1e-06,0.5,0.2,0.5,rbf,1.0,32,200
755,0.014467789227352628,12,0,6,1e-06,0.5,0.2,0.2,rbf,1.0,32,200
756,0.0144706377306583,12,0,6,1e-06,0.2,0.2,0.5,rbf,1.0,32,200
757,0.0144706377306583,12,0,6,1e-06,0.2,0.2,0.2,rbf,1.0,32,200
758,0.014534442018189963,9,2,8,1e-06,0.5,0.2,0.2,rbf,1.0,32,200
759,0.014596161327546325,12,2,8,1e-06,0.2,0.5,0.5,tanh,1.0,32,200
760,0.014610814418492178,9,1,8,1e-06,0.2,0.5,0.2,rbf,1.0,16,200
761,0.014656427793536318,12,2,6,1e-06,0.5,0.5,0.2,rbf,1.0,32,200
762,0.014666224374968366,9,2,6,1e-06,0.2,0.5,0.5,rbf,1.0,32,200
763,0.014674179972061847,9,2,6,1e-06,0.5,0.5,0.5,rbf,1.0,16,200
764,0.014690714320994298,12,0,6,1e-06,0.2,0.2,0.5,rbf,1.0,16,200
765,0.014690816980932818,12,0,6,1e-06,0.2,0.2,0.2,rbf,1.0,16,200
766,0.014696133100843169,9,2,8,1e-06,0.5,0.2,0.5,rbf,1.0,16,200
767,0.014697555469364118,12,0,6,1e-06,0.5,0.2,0.5,rbf,1.0,16,200
768,0.014697555469364118,12,0,6,1e-06,0.5,0.2,0.2,rbf,1.0,16,200
769,0.014713475439365147,12,2,6,1e-06,0.2,0.5,0.5,rbf,1.0,16,200
770,0.01474043541851314,12,2,6,1e-06,0.5,0.5,0.5,rbf,1.0,16,200
771,0.014803811033992056,9,0,6,1e-06,0.5,0.2,0.2,rbf,1.0,16,200
772,0.014803811033992056,9,0,6,1e-06,0.5,0.2,0.5,rbf,1.0,16,200
774,0.014836701615033485,9,0,6,1e-06,0.2,0.2,0.5,rbf,1.0,16,200
773,0.014836701615033485,9,0,6,1e-06,0.2,0.2,0.2,rbf,1.0,16,200
775,0.014874193588764581,9,2,6,1e-06,0.5,0.5,0.5,rbf,1.0,32,200
776,0.01488965149992308,12,2,6,1e-06,0.2,0.5,0.5,rbf,1.0,32,200
777,0.014893845255757397,12,2,6,1e-06,0.5,0.5,0.5,rbf,1.0,32,200
778,0.014951202642249953,12,1,8,1e-06,0.2,0.5,0.2,rbf,1.0,16,200
779,0.014960325923059462,9,0,6,1e-06,0.5,0.2,0.2,rbf,1.0,32,200
780,0.014960325923059462,9,0,6,1e-06,0.5,0.2,0.5,rbf,1.0,32,200
781,0.014977337543603772,9,1,8,1e-06,0.2,0.5,0.5,rbf,1.0,32,200
782,0.014979375063952943,12,1,6,1e-06,0.5,0.5,0.5,rbf,1.0,32,200
783,0.01499395599529239,12,2,8,1e-06,0.5,0.5,0.2,tanh,1.0,32,200
784,0.015194333850769046,12,1,6,1e-06,0.5,0.5,0.2,rbf,1.0,32,200
785,0.015288133624065238,12,1,6,1e-06,0.5,0.0,0.5,rbf,1.0,16,200
786,0.015292029193998996,9,2,8,1e-06,0.5,0.5,0.5,tanh,1.0,16,200
787,0.015392406427856725,12,2,8,1e-06,0.5,0.2,0.2,rbf,1.0,32,200
788,0.015449004734372709,9,2,8,1e-06,0.5,0.5,0.5,rbf,1.0,16,200
789,0.015509214165342775,9,1,6,1e-06,0.5,0.0,0.5,rbf,1.0,32,200
790,0.0155417360026442,9,1,6,1e-06,0.5,0.2,0.2,rbf,1.0,32,200
791,0.015581376272407119,12,1,8,1e-06,0.2,0.5,0.5,rbf,1.0,32,200
792,0.015624128282894126,9,1,8,1e-06,0.5,0.2,0.2,rbf,1.0,16,200
793,0.01578708370904107,9,2,8,1e-06,0.5,0.5,0.5,tanh,1.0,32,200
794,0.015840077785994878,12,0,8,1e-06,0.2,0.2,0.5,rbf,1.0,32,200
795,0.015840077785994878,12,0,8,1e-06,0.2,0.2,0.2,rbf,1.0,32,200
797,0.015841933619023123,12,0,8,1e-06,0.2,0.2,0.5,rbf,1.0,16,200
796,0.015841933619023123,12,0,8,1e-06,0.2,0.2,0.2,rbf,1.0,16,200
799,0.015861245821568556,12,0,8,1e-06,0.5,0.2,0.2,rbf,1.0,16,200
798,0.015861245821568556,12,0,8,1e-06,0.5,0.2,0.5,rbf,1.0,16,200
800,0.01586591963715853,9,0,8,1e-06,0.2,0.2,0.5,rbf,1.0,16,200
801,0.015866280554253348,9,0,8,1e-06,0.2,0.2,0.2,rbf,1.0,16,200
803,0.01608810203309726,12,0,8,1e-06,0.5,0.2,0.5,rbf,1.0,32,200
802,0.01608810203309726,12,0,8,1e-06,0.5,0.2,0.2,rbf,1.0,32,200
804,0.01611878053959839,12,2,8,1e-06,0.5,0.5,0.2,rbf,1.0,16,200
805,0.016232288359575187,9,2,8,1e-06,0.5,0.5,0.5,rbf,1.0,32,200
806,0.01628180458129604,9,0,8,1e-06,0.5,0.2,0.5,rbf,1.0,16,200
807,0.01628395247002756,9,0,8,1e-06,0.5,0.2,0.2,rbf,1.0,16,200
808,0.016340321877256054,9,2,8,1e-06,0.5,0.5,0.2,rbf,1.0,32,200
809,0.0163590065110443,12,2,8,1e-06,0.5,0.5,0.5,rbf,1.0,16,200
810,0.016470241195367587,9,0,8,1e-06,0.2,0.2,0.2,rbf,1.0,32,200
811,0.016470241195367587,9,0,8,1e-06,0.2,0.2,0.5,rbf,1.0,32,200
812,0.01647664129204006,9,2,8,1e-06,0.5,0.2,0.5,rbf,1.0,32,200
813,0.016537648677169604,12,2,6,1e-06,0.5,0.0,0.5,rbf,1.0,16,200
814,0.016749342516231832,9,1,6,1e-06,0.5,0.5,0.2,rbf,1.0,32,200
815,0.01677361013295825,12,1,6,1e-06,0.5,0.2,0.5,rbf,1.0,32,200
817,0.0168013315998924,9,0,8,1e-06,0.5,0.2,0.5,rbf,1.0,32,200
816,0.0168013315998924,9,0,8,1e-06,0.5,0.2,0.2,rbf,1.0,32,200
818,0.01714665867417312,12,2,8,1e-06,0.5,0.5,0.5,tanh,1.0,16,200
819,0.01719402741554889,9,1,8,1e-06,0.5,0.2,0.5,rbf,1.0,16,200
820,0.017214176183816973,12,2,8,1e-06,0.5,0.5,0.2,rbf,1.0,32,200
821,0.01747147219840094,9,1,8,1e-06,0.5,0.5,0.5,rbf,1.0,16,200
823,0.017474283159142887,9,0,6,1e-06,0.5,0.5,0.5,rbf,1.0,16,200
822,0.017474283159142887,9,0,6,1e-06,0.5,0.5,0.2,rbf,1.0,16,200
825,0.01748570506792329,9,0,6,1e-06,0.2,0.5,0.2,rbf,1.0,16,200
824,0.01748570506792329,9,0,6,1e-06,0.2,0.5,0.5,rbf,1.0,16,200
826,0.017575565990731498,9,2,8,1e-06,0.5,0.0,0.2,rbf,1.0,32,200
827,0.017730415153878368,9,1,6,1e-06,0.5,0.2,0.5,rbf,1.0,32,200
828,0.017803494338006626,12,2,8,1e-06,0.5,0.5,0.5,rbf,1.0,32,200
829,0.017848092578822656,12,2,8,1e-06,0.5,0.2,0.5,rbf,1.0,16,200
830,0.017873448382410572,12,1,8,1e-06,0.2,0.5,0.2,rbf,1.0,32,200
831,0.018024882500450742,12,2,8,1e-06,0.5,0.5,0.5,tanh,1.0,32,200
833,0.0180388220166766,12,0,6,1e-06,0.2,0.5,0.5,rbf,1.0,32,200
832,0.0180388220166766,12,0,6,1e-06,0.2,0.5,0.2,rbf,1.0,32,200
834,0.01808956815647628,12,1,6,1e-06,0.5,0.0,0.5,rbf,1.0,32,200
835,0.018109062740756885,9,1,6,1e-06,0.5,0.0,0.2,rbf,1.0,32,200
836,0.018126592046204225,12,0,6,1e-06,0.5,0.5,0.5,rbf,1.0,32,200
837,0.018126603722483342,12,0,6,1e-06,0.5,0.5,0.2,rbf,1.0,32,200
838,0.018176510810212057,12,1,8,1e-06,0.5,0.0,0.2,rbf,1.0,16,200
839,0.018241111344256888,12,0,6,1e-06,0.2,0.5,0.2,rbf,1.0,16,200
840,0.0182413230494791,12,0,6,1e-06,0.2,0.5,0.5,rbf,1.0,16,200
841,0.01824414953654608,12,0,6,1e-06,0.5,0.5,0.2,rbf,1.0,16,200
842,0.01824414953654608,12,0,6,1e-06,0.5,0.5,0.5,rbf,1.0,16,200
843,0.018257417325733046,9,1,8,1e-06,0.2,0.5,0.2,rbf,1.0,32,200
844,0.01827546712508848,12,2,8,1e-06,0.5,0.2,0.5,rbf,1.0,32,200
846,0.018342978312682563,9,0,6,1e-06,0.5,0.5,0.2,rbf,1.0,32,200
845,0.018342978312682563,9,0,6,1e-06,0.5,0.5,0.5,rbf,1.0,32,200
847,0.018522589402541274,9,0,6,1e-06,0.2,0.5,0.2,rbf,1.0,32,200
848,0.018522589402541274,9,0,6,1e-06,0.2,0.5,0.5,rbf,1.0,32,200
849,0.018770334554030054,12,1,6,1e-06,0.5,0.0,0.2,rbf,1.0,32,200
850,0.018955357427666727,9,2,6,1e-06,0.5,0.0,0.5,rbf,1.0,32,200
851,0.018973894834361432,12,1,8,1e-06,0.5,0.0,0.2,rbf,1.0,32,200
852,0.019150358486311685,12,2,6,1e-06,0.5,0.0,0.2,rbf,1.0,32,200
853,0.019267787453726256,12,2,6,1e-06,0.5,0.0,0.5,rbf,1.0,32,200
854,0.01966355023763501,9,1,8,1e-06,0.5,0.5,0.2,rbf,1.0,16,200
855,0.019869002551321274,12,1,8,1e-06,0.5,0.0,0.5,rbf,1.0,16,200
856,0.020199365200989423,12,1,8,1e-06,0.5,0.5,0.2,rbf,1.0,16,200
857,0.020381981983382064,9,1,8,1e-06,0.5,0.0,0.5,rbf,1.0,16,200
858,0.02038684134424144,9,1,8,1e-06,0.5,0.2,0.2,rbf,1.0,32,200
859,0.02074622065850588,12,2,8,1e-06,0.5,0.0,0.5,rbf,1.0,16,200
860,0.02076578586532582,9,1,8,1e-06,0.5,0.0,0.2,rbf,1.0,32,200
861,0.02367139605488164,12,1,8,1e-06,0.5,0.2,0.2,rbf,1.0,16,200
862,0.02406010108942998,12,1,8,1e-06,0.5,0.0,0.5,rbf,1.0,32,200
863,0.024496993062675745,9,1,8,1e-06,0.5,0.2,0.5,rbf,1.0,32,200
864,0.024743724293859855,12,1,8,1e-06,0.5,0.2,0.2,rbf,1.0,32,200
865,0.024817780137449785,9,2,8,1e-06,0.5,0.0,0.5,rbf,1.0,32,200
866,0.025042031505710573,9,1,8,1e-06,0.5,0.5,0.5,rbf,1.0,32,200
867,0.02515932697102188,12,1,8,1e-06,0.5,0.5,0.5,rbf,1.0,16,200
868,0.02583008947994071,9,1,8,1e-06,0.5,0.5,0.2,rbf,1.0,32,200
869,0.025872874587481845,12,1,8,1e-06,0.5,0.2,0.5,rbf,1.0,16,200
870,0.026009154569454192,12,1,8,1e-06,0.5,0.2,0.5,rbf,1.0,32,200
871,0.026855813764929928,9,1,8,1e-06,0.5,0.0,0.5,rbf,1.0,32,200
872,0.028545468360775282,12,1,8,1e-06,0.5,0.5,0.5,rbf,1.0,32,200
873,0.02894918597260728,12,0,8,1e-06,0.5,0.5,0.5,rbf,1.0,16,200
874,0.02894918597260728,12,0,8,1e-06,0.5,0.5,0.2,rbf,1.0,16,200
875,0.02911847895436209,12,2,8,1e-06,0.5,0.0,0.5,rbf,1.0,32,200
876,0.029424174649150026,12,2,8,1e-06,0.5,0.0,0.2,rbf,1.0,32,200
877,0.03012452083199073,12,1,8,1e-06,0.5,0.5,0.2,rbf,1.0,32,200
878,0.031666874648856744,12,0,8,1e-06,0.2,0.5,0.5,rbf,1.0,16,200
879,0.031669938798516005,12,0,8,1e-06,0.2,0.5,0.2,rbf,1.0,16,200
880,0.031931314652825844,9,0,8,1e-06,0.2,0.5,0.2,rbf,1.0,16,200
881,0.031931314652825844,9,0,8,1e-06,0.2,0.5,0.5,rbf,1.0,16,200
882,0.032074451894395,12,0,8,1e-06,0.2,0.5,0.2,rbf,1.0,32,200
883,0.03207691028614405,12,0,8,1e-06,0.2,0.5,0.5,rbf,1.0,32,200
884,0.032521914438150584,9,0,8,1e-06,0.5,0.5,0.5,rbf,1.0,16,200
885,0.032521914438150584,9,0,8,1e-06,0.5,0.5,0.2,rbf,1.0,16,200
886,0.03455787806309171,12,0,8,1e-06,0.5,0.5,0.5,rbf,1.0,32,200
887,0.03455787806309171,12,0,8,1e-06,0.5,0.5,0.2,rbf,1.0,32,200
888,0.035716192981731336,9,0,8,1e-06,0.5,0.5,0.5,rbf,1.0,32,200
889,0.03572208178345266,9,0,8,1e-06,0.5,0.5,0.2,rbf,1.0,32,200
